ids,ATScore,OverallScore
6340,93,89.44
6341,89,82.47
6342,89,90.48
6343,96,95.47
6344,96,95.54
6345,89,90.91
6346,89,91.45
6347,93,89.33
6348,89,88.01
6349,96,94.61
6350,85,85.09
6351,89,81.37
6352,90,89.49
6353,85,84.21
6354,89,86.87
6355,97,92.07
6356,100,88.84
6357,86,89.94
6358,81,83.84
6359,85,86.1
6360,96,87.56
6361,96,94.97
6362,96,90.83
6363,85,83.7
6364,89,86.16
6365,97,89.68
6366,82,87.27
6367,100,94.69
6368,92,86.09
6369,89,81.83
6370,86,86.38
6371,85,76.1
6372,89,92
6373,96,96.66
6374,89,87.3
6375,93,90.95
6376,85,70.71
6377,89,81.08
6378,89,86.73
6379,93,90.26
6380,85,81.49
6381,96,86.48
6382,93,83.27
6383,89,81.64
6384,93,93.91
6385,89,81.81
6386,82,84.73
6387,86,84.04
6388,93,85.93
6389,82,86.75
6390,96,91.74
6391,89,91.98
6392,81,79.18
6393,88,87.28
6394,100,86.92
6395,97,94.7
6396,96,89.33
6397,97,84.94
6398,92,88.8
6399,96,79.09
6400,88,83.79
6401,81,81.93
6402,89,90.48
6403,92,94.31
6404,85,82.23
6405,89,84.54
6406,93,94.06
6407,96,94.05
6408,92,94.03
6409,89,80.01
6410,93,90.17
6411,93,81.17
6412,96,93.88
6413,89,85.42
6414,100,73.48
6415,85,79.83
6416,100,90.29
6417,100,83.53
6418,96,93.42
6419,96,93.07
6420,96,84.33
6421,93,94.41
6422,96,87.35
6423,81,86.44
6424,96,97.11
6425,92,89.38
6426,78,81.51
6427,92,87.38
6428,89,82.73
6429,89,90.68
6430,96,92.23
6431,96,92.31
6432,96,89.67
6433,92,93.42
6434,85,79.53
6435,97,92.75
6436,100,94.15
6437,89,83.55
6438,89,84.32
6439,62,56.28
6440,93,87.99
6441,89,90.79
6442,100,79.72
6443,97,81.21
6444,96,77.37
6445,93,93.01
6446,86,82.82
6447,89,92.22
6448,97,94.45
6449,84,78.89
6450,85,84.66
6451,93,91.71
6452,86,83.57
6453,70,72.34
6454,89,84.29
6455,81,78.64
6456,85,88.24
6457,89,90.88
6458,96,88.24
6459,89,86.47
6460,82,87.22
6461,100,82.66
6462,96,91.59
6463,85,89.24
6464,89,86.51
6465,96,88.2
6466,100,85.58
6467,92,92.24
6468,93,94.64
6469,85,81.99
6470,92,89.46
6471,100,96.46
6472,89,89.51
6473,97,80.56
6474,96,95.86
6475,81,83.17
6476,89,89.42
6477,88,86.03
6478,92,94.03
6479,84,85.22
6480,96,83.38
6481,85,88.03
6482,92,86.47
6483,77,83.3
6484,70,77.32
6485,100,91.4
6486,88,91.08
6487,93,78.05
6488,97,95.67
6489,85,85.41
6490,85,89.39
6491,89,72.82
6492,89,83.64
6493,97,82.07
6494,96,91.18
6495,88,86.17
6496,96,93.98
6497,90,88.63
6498,82,82.11
6499,89,91.23
6500,89,81.73
6501,82,75.49
6502,58,68.54
6503,100,95
6504,66,65.64
6505,85,75.43
6506,93,83.6
6507,93,91.17
6508,66,70.64
6509,81,83.95
6510,89,92.02
6511,78,82.29
6512,89,84
6513,89,86.14
6514,100,92.99
6515,84,87.47
6516,100,97.5
6517,93,82.06
6518,92,85.7
6519,89,71.15
6520,81,84.1
6521,93,78
6522,100,94.69
6523,89,90.3
6524,74,76.26
6525,96,95
6526,92,87.48
6527,74,73.8
6528,89,83.23
6529,96,87.33
6530,89,88.22
6531,89,86.31
6532,92,89.27
6533,81,67.08
6534,92,75.37
6535,77,80.58
6536,85,86.72
6537,85,79.23
6538,85,78.31
6539,100,96.67
6540,96,89.23
6541,100,82.4
6542,96,94.21
6543,96,87.4
6544,96,85.86
6545,58,62.38
6546,100,85.98
6547,93,93.63
6548,70,77.94
6549,89,77.21
6550,89,82.36
6551,92,92.56
6552,93,92.5
6553,96,95.64
6554,90,90.55
6555,92,90.7
6556,89,82.46
6557,85,82.71
6558,100,96.46
6559,81,79.08
6560,73,78.76
6561,96,89.87
6562,89,74.9
6563,89,86.52
6564,93,88.98
6565,89,85.17
6566,96,84.97
6567,96,82.08
6568,100,98.23
6569,89,92.22
6570,89,91.24
6571,70,64.64
6572,92,89.43
6573,81,83.51
6574,100,96.46
6575,80,84.39
6576,90,92.9
6577,77,76.1
6578,81,79.37
6579,100,90.15
6580,97,89.04
6581,92,85.46
6582,89,92.22
6583,89,89.56
6584,86,89.18
6585,82,77.27
6586,89,92.22
6587,85,88.04
6588,100,95.5
6589,100,82.17
6590,85,87.17
6591,94,85.84
6592,85,88.14
6593,85,80.61
6594,100,94.47
6595,96,92.89
6596,88,88.87
6597,89,77.4
6598,85,89.11
6599,82,77.87
6600,92,85.42
6601,89,82.04
6602,85,83.7
6603,85,88.01
6604,85,86.52
6605,92,88.48
6606,85,85.11
6607,93,93.6
6608,89,90.53
6609,81,76.92
6610,85,86.82
6611,85,85.95
6612,85,87.3
6613,85,85
6614,100,83.23
6615,85,77.52
6616,86,75.85
6617,92,90.59
6618,73,78.2
6619,100,98.06
6620,81,83
6621,81,74.27
6622,97,91.2
6623,89,90.28
6624,96,90.71
6625,89,83.85
6626,74,61.7
6627,85,87.61
6628,89,92.22
6629,85,89.17
6630,92,91.55
6631,84,87.26
6632,81,84.93
6633,93,89.25
6634,85,86.67
6635,92,80.96
6636,85,87.8
6637,81,84.1
6638,85,81.36
6639,85,87.4
6640,93,94.56
6641,96,87.3
6642,89,85.01
6643,81,81.4
6644,89,92.02
6645,100,94.69
6646,96,83.15
6647,100,85.51
6648,97,82.72
6649,90,90.26
6650,86,87.14
6651,86,89.9
6652,82,85.31
6653,85,78.7
6654,81,83.75
6655,88,81.85
6656,92,91.47
6657,81,86.44
6658,62,66.81
6659,85,85.29
6660,96,92.38
6661,78,83.61
6662,96,95.27
6663,85,87.51
6664,89,86.92
6665,81,84.81
6666,96,85.05
6667,89,71.22
6668,78,72.63
6669,96,95.47
6670,100,96.42
6671,100,84.71
6672,93,94.95
6673,92,93.15
6674,92,86.88
6675,86,66.45
6676,89,91.86
6677,96,95.46
6678,96,93.44
6679,92,89.81
6680,94,84.66
6681,89,92.02
6682,67,75.26
6683,81,81.01
6684,92,87.09
6685,85,87.19
6686,82,84.59
6687,89,85.31
6688,96,89.64
6689,85,82.34
6690,81,85.58
6691,100,94.61
6692,62,71.84
6693,100,94.69
6694,100,96.46
6695,85,82.97
6696,81,82.57
6697,100,91.09
6698,93,93.82
6699,89,91.45
6700,85,82.19
6701,89,86.2
6702,92,94.07
6703,89,73.65
6704,89,91.88
6705,93,85.17
6706,92,89.81
6707,85,83.7
6708,89,85.18
6709,96,78.63
6710,85,88.14
6711,92,94.07
6712,100,95.79
6713,85,88.24
6714,89,79.06
6715,89,83.73
6716,100,93.03
6717,93,82.91
6718,85,86.19
6719,100,94.06
6720,85,89.39
6721,85,86.46
6722,84,87.85
6723,100,89.23
6724,100,94.69
6725,81,85
6726,96,29.23
6727,92,87.6
6728,89,70.35
6729,96,97.08
6730,93,91.09
6731,77,80.45
6732,96,85.4
6733,100,94.69
6734,100,91.4
6735,90,84.17
6736,92,91.28
6737,89,78.22
6738,66,70.71
6739,93,87.78
6740,89,86.17
6741,92,92.24
6742,89,88.69
6743,89,85.22
6744,85,84.78
6745,74,81.27
6746,96,96.59
6747,96,95.8
6748,89,89.13
6749,100,90.51
6750,89,90.95
6751,85,87.56
6752,85,86.16
6753,93,91.79
6754,77,81.81
6755,92,89.5
6756,89,90.45
6757,86,89.15
6758,93,88.29
6759,96,86.88
6760,89,91.84
6761,88,83.71
6762,96,89.28
6763,96,87.12
6764,69,76.48
6765,93,88.91
6766,92,91.92
6767,89,91.82
6768,97,81.83
6769,100,83.29
6770,96,86.44
6771,97,92.35
6772,81,80.85
6773,89,80.36
6774,73,62.63
6775,96,95.34
6776,100,91.16
6777,89,88.84
6778,93,84.87
6779,100,84.81
6780,92,91.76
6781,78,84.04
6782,96,94.06
6783,90,88.71
6784,100,91.77
6785,85,86.01
6786,96,96.31
6787,89,82.06
6788,93,92.23
6789,100,98.09
6790,89,91.54
6791,81,83.7
6792,100,86.55
6793,89,87.03
6794,100,94.03
6795,85,80.7
6796,62,72.8
6797,96,97.17
6798,81,84.31
6799,100,96.64
6800,89,80.99
6801,89,81.47
6802,96,82.09
6803,96,86.27
6804,74,77.15
6805,96,94.15
6806,85,79.59
6807,89,91.93
6808,82,83.56
6809,100,100
6810,93,91.19
6811,96,97.17
6812,92,86.05
6813,85,87.36
6814,92,92.23
6815,81,84.52
6816,73,78.86
6817,92,87.37
6818,85,79.69
6819,96,85.4
6820,90,83.82
6821,93,90
6822,97,90.49
6823,100,96.46
6824,86,87.89
6825,96,97.17
6826,85,81.51
6827,93,93.67
6828,89,80.77
6829,89,86.33
6830,85,78.41
6831,85,84.97
6832,89,88.13
6833,100,98.23
6834,89,90.74
6835,77,83.31
6836,96,94.22
6837,85,70.26
6838,85,83.96
6839,96,87.14
6840,96,84.58
6841,81,72.14
6842,89,74.42
6843,85,88.47
6844,89,83.09
6845,93,92.71
6846,93,89.7
6847,94,91.11
6848,97,91.76
6849,89,89.1
6850,85,86.75
6851,89,87.19
6852,92,92.62
6853,100,92.53
6854,85,89.24
6855,96,95.31
6856,96,95.31
6857,92,94.06
6858,92,84
6859,85,86.65
6860,85,86.98
6861,92,93.23
6862,100,91.3
6863,89,91.25
6864,100,91.83
6865,96,93.34
6866,96,85
6867,100,92.29
6868,89,88.49
6869,96,95.89
6870,89,88.33
6871,92,88.19
6872,74,71.42
6873,85,75.24
6874,86,77.31
6875,100,86.63
6876,100,88.89
6877,89,83.92
6878,89,83.3
6879,92,88.04
6880,89,87.77
6881,89,90.58
6882,93,93.56
6883,89,85.05
6884,82,69.4
6885,93,86.75
6886,100,92.18
6887,92,89.06
6888,100,99.47
6889,89,89.24
6890,96,91.65
6891,82,83.37
6892,96,97.17
6893,81,80.11
6894,89,79.67
6895,85,78.59
6896,96,91.08
6897,89,84.87
6898,89,64.48
6899,100,98.06
6900,89,84.84
6901,89,89.91
6902,96,96.85
6903,96,97.15
6904,96,81.65
6905,93,88.56
6906,96,95.47
6907,96,88.44
6908,93,90.4
6909,96,84.03
6910,89,92.22
6911,81,71.92
6912,82,87.04
6913,92,91.36
6914,93,87.92
6915,100,82.26
6916,82,83.11
6917,89,90.11
6918,97,84.48
6919,100,84.97
6920,97,88.98
6921,100,93.4
6922,96,87.19
6923,85,83.55
6924,88,87.4
6925,100,92.89
6926,96,90.59
6927,96,89.95
6928,78,80.12
6929,47,62.38
6930,96,85.88
6931,89,90.08
6932,75,75.38
6933,96,76.61
6934,100,85.27
6935,66,74.94
6936,85,87.22
6937,93,85.34
6938,96,95.47
6939,96,89.02
6940,96,97.17
6941,96,90.49
6942,96,89.59
6943,89,91.34
6944,100,96.46
6945,81,66.41
6946,89,89.48
6947,100,92.92
6948,100,87.7
6949,93,92.87
6950,85,80.15
6951,96,95.06
6952,92,90.76
6953,74,77.85
6954,96,83.84
6955,73,78.69
6956,100,85.03
6957,100,94.46
6958,96,92.41
6959,97,87.18
6960,82,83.84
6961,92,91.53
6962,93,82.53
6963,78,80.95
6964,85,86.58
6965,89,91.45
6966,100,91.28
6967,100,91.99
6968,100,97.5
6969,100,90.26
6970,100,92.92
6971,100,95.57
6972,92,91.65
6973,100,82.11
6974,74,74.64
6975,82,87.19
6976,93,91.23
6977,97,97.8
6978,93,69.74
6979,85,87.39
6980,85,85.08
6981,96,89.45
6982,92,77.85
6983,93,90.01
6984,96,85.89
6985,96,91.55
6986,89,85.05
6987,96,86.75
6988,85,73.44
6989,89,86.31
6990,100,91.18
6991,100,98.23
6992,85,89.39
6993,85,80.27
6994,85,83.74
6995,81,84.5
6996,85,82.55
6997,96,80.03
6998,78,83.83
6999,92,90.94
7000,93,83.74
7001,74,65.34
7002,89,76.67
7003,85,87.77
7004,89,84.58
7005,100,93.15
7006,89,82.08
7007,92,88.19
7008,100,98.23
7009,96,82.68
7010,58,51.81
7011,89,87.59
7012,100,94.69
7013,97,82.74
7014,90,82.91
7015,100,94.95
7016,92,78.5
7017,96,92.52
7018,92,94.07
7019,70,77.45
7020,85,85.55
7021,92,90.52
7022,85,88.64
7023,89,90.84
7024,100,92.27
7025,93,90.12
7026,89,81.23
7027,89,84.96
7028,100,88.05
7029,100,92.73
7030,89,82.93
7031,85,85.82
7032,100,89.64
7033,100,92.41
7034,92,86.12
7035,89,87.32
7036,96,89.85
7037,89,89.2
7038,100,98.06
7039,100,92.8
7040,81,81.98
7041,100,97.51
7042,89,92.19
7043,97,90.15
7044,92,78.7
7045,89,91.17
7046,86,89.99
7047,96,91.06
7048,96,88.48
7049,74,80.85
7050,89,79.05
7051,75,80.23
7052,82,81.32
7053,96,93.87
7054,93,93.44
7055,100,92.92
7056,96,84.76
7057,89,87.05
7058,89,86.68
7059,96,92.38
7060,96,97.17
7061,89,91.18
7062,85,89.24
7063,100,86.47
7064,92,84.05
7065,85,84.76
7066,96,93.87
7067,67,75.7
7068,100,95.99
7069,82,86.5
7070,85,82.48
7071,96,97.17
7072,100,91.55
7073,78,73.09
7074,93,94.1
7075,100,89.39
7076,90,88.68
7077,89,81.81
7078,100,90.17
7079,81,84.48
7080,97,82.31
7081,100,100
7082,81,86.02
7083,89,79.75
7084,81,78.81
7085,92,89.93
7086,96,84.43
7087,92,92.12
7088,81,81.81
7089,97,94.16
7090,85,83.04
7091,85,87.78
7092,100,94
7093,85,85.5
7094,78,80.92
7095,89,87.22
7096,89,86.27
7097,70,76.45
7098,89,91.5
7099,85,85.16
7100,85,89.39
7101,70,65.39
7102,96,95.47
7103,96,81.74
7104,96,82.09
7105,86,79.6
7106,92,93.04
7107,78,77.43
7108,93,91.81
7109,96,91.49
7110,100,94.32
7111,89,83.81
7112,73,76.29
7113,85,88.14
7114,89,85.65
7115,92,92.43
7116,96,95.47
7117,100,81.7
7118,89,85.9
7119,96,89.88
7120,93,78.5
7121,96,90.71
7122,100,89.47
7123,89,88.36
7124,96,96.66
7125,77,79.01
7126,100,87.38
7127,89,88.95
7128,89,90.71
7129,100,91.08
7130,100,100
7131,96,96.93
7132,89,88.81
7133,93,84.16
7134,85,81.3
7135,93,94.38
7136,85,87.38
7137,92,91.44
7138,81,85.55
7139,96,93.22
7140,85,86.1
7141,93,91.8
7142,100,98.23
7143,96,84.49
7144,96,83.05
7145,96,90.69
7146,81,84.45
7147,89,91.45
7148,89,88.91
7149,96,90.71
7150,93,91.42
7151,89,86.84
7152,100,89.64
7153,100,96.3
7154,96,89.52
7155,81,86.11
7156,85,85.68
7157,70,71
7158,100,80.72
7159,100,99.55
7160,93,84.38
7161,100,88.56
7162,85,87.35
7163,92,93.99
7164,88,86.81
7165,89,88.21
7166,96,93.73
7167,78,75.94
7168,77,78.22
7169,89,90.05
7170,92,84.92
7171,86,88.58
7172,96,91.63
7173,81,84.74
7174,71,26.37
7175,89,85.4
7176,81,83.97
7177,78,84.27
7178,80,80.01
7179,100,91.93
7180,88,90.73
7181,96,85.51
7182,85,79.31
7183,96,92.06
7184,89,88.22
7185,66,74.6
7186,100,91.69
7187,80,85.85
7188,93,94.1
7189,81,80.65
7190,89,89.47
7191,100,92.92
7192,96,96.62
7193,89,90.2
7194,88,88.25
7195,100,89.93
7196,85,87.71
7197,89,81.85
7198,89,83.65
7199,66,74.94
7200,97,90.74
7201,81,62.99
7202,67,56.15
7203,89,88.75
7204,100,79.97
7205,100,86.19
7206,89,90.15
7207,89,91.72
7208,89,85.1
7209,97,83.7
7210,93,87.56
7211,78,81.4
7212,40,54.84
7213,88,86.56
7214,81,83.91
7215,92,85.64
7216,89,88.47
7217,89,92.2
7218,62,71.08
7219,100,92.41
7220,100,95.99
7221,93,89.78
7222,100,90.68
7223,86,78.98
7224,85,87.25
7225,78,83.27
7226,89,83.19
7227,85,85.7
7228,85,88.12
7229,93,90.17
7230,63,71.93
7231,96,90.34
7232,74,78.74
7233,82,86.35
7234,70,73.77
7235,96,70.12
7236,93,94.08
7237,89,83.42
7238,89,91
7239,89,92.21
7240,89,88.85
7241,81,81.56
7242,89,89.9
7243,96,84.57
7244,92,94.07
7245,96,89.02
7246,85,75.4
7247,100,92.7
7248,93,83.37
7249,89,84.16
7250,96,94.97
7251,85,89.36
7252,93,91.47
7253,89,92.01
7254,89,87.29
7255,85,86.66
7256,96,90.88
7257,96,87.27
7258,92,82.32
7259,81,85.89
7260,81,85.35
7261,85,89.37
7262,77,78.77
7263,85,88.37
7264,100,94.69
7265,100,91.07
7266,100,92.93
7267,85,88.44
7268,89,91.86
7269,78,78.94
7270,96,80.54
7271,96,91.9
7272,89,83.26
7273,89,75.72
7274,100,91.16
7275,81,79.74
7276,61,69.51
7277,100,90.63
7278,89,91.09
7279,100,100
7280,100,89.39
7281,69,75.16
7282,89,90.03
7283,92,89.66
7284,85,86.75
7285,89,86.94
7286,89,78.78
7287,89,92.02
7288,89,82.16
7289,70,78.78
7290,89,88.71
7291,96,96.66
7292,96,82.25
7293,81,85.77
7294,85,88.4
7295,82,86.3
7296,81,81.78
7297,86,89.99
7298,70,77.8
7299,78,83.26
7300,96,90.59
7301,100,83.21
7302,89,77.53
7303,92,83.59
7304,96,90.05
7305,93,87.82
7306,93,91.01
7307,89,92.16
7308,78,84.05
7309,85,84.26
7310,89,92.22
7311,92,84.99
7312,100,89.3
7313,89,91.98
7314,100,84.16
7315,73,71.21
7316,74,79.6
7317,92,91.37
7318,51,64.97
7319,89,85.84
7320,63,72.84
7321,89,91.78
7322,92,89.93
7323,89,89.88
7324,85,84.77
7325,93,86.94
7326,89,90.8
7327,85,88.07
7328,100,88.98
7329,96,95.47
7330,81,83.51
7331,96,96.66
7332,100,90.87
7333,100,94.23
7334,63,71.92
7335,96,95.73
7336,92,94.12
7337,96,90.3
7338,75,82
7339,96,85
7340,85,61.39
7341,97,95.87
7342,85,88.58
7343,78,84.44
7344,74,81.07
7345,81,77.57
7346,82,84.09
7347,92,91.93
7348,78,82.92
7349,92,84.58
7350,89,92.22
7351,97,95.53
7352,96,91.08
7353,82,82
7354,85,86.83
7355,93,93.91
7356,66,72.59
7357,70,76.27
7358,73,78.3
7359,85,87.82
7360,89,91.45
7361,100,90.49
7362,96,82.55
7363,85,89.33
7364,81,85
7365,85,81.43
7366,82,86.46
7367,89,92.02
7368,89,85.98
7369,75,78.57
7370,93,91.37
7371,100,98.23
7372,70,78.71
7373,100,87.62
7374,93,93.03
7375,96,90.66
7376,97,90.91
7377,85,83.7
7378,96,84.78
7379,89,90.63
7380,97,78.25
7381,89,91.88
7382,89,88.7
7383,85,85.19
7384,97,94.28
7385,70,74.65
7386,81,86.27
7387,96,85.81
7388,82,87.25
7389,100,94.11
7390,100,98.23
7391,100,91.16
7392,96,86.15
7393,100,84.28
7394,93,89.62
7395,100,96.46
7396,100,82.48
7397,90,89.15
7398,97,86.99
7399,97,81.57
7400,96,91.84
7401,97,90.14
7402,100,91.16
7403,89,80.82
7404,93,92.74
7405,85,81.47
7406,96,90.08
7407,92,81.45
7408,77,78.17
7409,100,96.09
7410,96,96.25
7411,89,90.17
7412,100,95.02
7413,89,89.7
7414,96,79.5
7415,100,100
7416,100,89.51
7417,96,93.02
7418,92,80.08
7419,93,88.96
7420,75,80.08
7421,85,81.77
7422,85,87.12
7423,100,95.14
7424,81,80
7425,100,98.23
7426,100,94.69
7427,100,99.73
7428,74,78.77
7429,96,91.98
7430,81,86.44
7431,81,85.47
7432,89,91.51
7433,97,78.71
7434,82,86.04
7435,93,82.82
7436,85,87.45
7437,96,83.92
7438,96,79.69
7439,100,89.42
7440,89,81.51
7441,89,90.53
7442,74,78.77
7443,93,94.03
7444,85,87.1
7445,96,94.31
7446,74,69.16
7447,89,83.48
7448,93,80.53
7449,100,89.35
7450,92,86.86
7451,66,25.31
7452,86,86.72
7453,85,89.39
7454,88,88.33
7455,96,93.98
7456,100,93.74
7457,100,96.88
7458,86,85.07
7459,78,82.95
7460,100,90.77
7461,89,89.89
7462,74,77.9
7463,93,93.96
7464,74,78.64
7465,89,91.45
7466,93,91.29
7467,89,86.29
7468,92,92.47
7469,96,97.17
7470,100,87.62
7471,89,89.48
7472,82,86.63
7473,96,91.98
7474,96,93.78
7475,96,93.05
7476,100,91.31
7477,89,90.17
7478,80,82.51
7479,88,90.11
7480,96,97.1
7481,96,94.78
7482,93,85.18
7483,69,77.43
7484,89,88.88
7485,86,86.2
7486,100,92.46
7487,100,87.05
7488,96,73.33
7489,92,90.28
7490,92,85.93
7491,88,80.05
7492,88,84.86
7493,94,82.78
7494,85,88
7495,100,100
7496,97,96
7497,100,92.92
7498,58,70.3
7499,97,88.53
7500,82,79.93
7501,93,93.91
7502,90,91.9
7503,89,91.68
7504,85,84.71
7505,100,100
7506,82,86.62
7507,93,78.43
7508,73,79.68
7509,100,88.72
7510,93,85.82
7511,93,82.95
7512,74,81.4
7513,89,89.39
7514,81,83.8
7515,89,89.44
7516,97,92.44
7517,89,74.13
7518,97,96.55
7519,89,91.45
7520,85,87.17
7521,85,86.32
7522,100,89.66
7523,81,71.83
7524,85,87.26
7525,85,79.38
7526,97,89.99
7527,96,90.36
7528,85,81.78
7529,89,90.9
7530,89,90.18
7531,89,85.57
7532,97,89.28
7533,100,95.26
7534,74,81.6
7535,96,97.14
7536,100,93.69
7537,88,85.92
7538,74,77.01
7539,92,92.54
7540,93,88.31
7541,92,91.95
7542,97,97.77
7543,73,80.62
7544,97,82.82
7545,89,89.29
7546,81,85.45
7547,100,98.23
7548,100,83.86
7549,89,77.45
7550,97,88.59
7551,82,86.11
7552,89,92.13
7553,90,85.17
7554,85,85.86
7555,96,93.31
7556,85,87.36
7557,100,98.1
7558,100,91.16
7559,85,87.77
7560,100,84.42
7561,84,70.04
7562,92,91.33
7563,89,85.61
7564,73,74.12
7565,89,88.45
7566,89,87.85
7567,89,73.59
7568,100,94.69
7569,85,88.22
7570,89,91.86
7571,85,86.45
7572,97,85.66
7573,100,85.58
7574,96,88.94
7575,100,92.29
7576,100,83.46
7577,84,82.4
7578,89,86.84
7579,96,90
7580,88,88.15
7581,92,86.88
7582,85,80.7
7583,89,90.09
7584,78,78.18
7585,89,87.51
7586,100,94.4
7587,93,94.16
7588,88,91.46
7589,89,80.07
7590,89,91.95
7591,100,83.22
7592,89,80.25
7593,96,97.17
7594,97,94.54
7595,93,92.91
7596,96,94.48
7597,77,75.97
7598,97,93.29
7599,93,91.39
7600,100,100
7601,77,80.62
7602,85,77.77
7603,89,90.14
7604,85,28.49
7605,89,90.03
7606,97,94.28
7607,89,88.83
7608,96,93.81
7609,96,83.35
7610,89,88.22
7611,75,81.09
7612,89,91.64
7613,89,84.33
7614,78,84.26
7615,96,95.47
7616,92,82.21
7617,96,84.91
7618,89,89.18
7619,78,80.24
7620,100,92.79
7621,93,91.31
7622,100,97.25
7623,92,92.49
7624,93,90.2
7625,93,94.63
7626,86,88.22
7627,78,80.56
7628,97,91.5
7629,96,91
7630,89,84.65
7631,93,86.85
7632,100,89.34
7633,89,87.62
7634,89,86.06
7635,93,94.65
7636,96,91.77
7637,96,76.74
7638,85,88.09
7639,100,92.92
7640,89,89.38
7641,96,92.08
7642,89,88.94
7643,88,90.19
7644,81,84.47
7645,89,89.44
7646,100,89.73
7647,81,86.56
7648,100,90.37
7649,85,84.47
7650,92,84.61
7651,100,86.89
7652,96,97.16
7653,93,94.99
7654,93,90.18
7655,58,63.88
7656,70,78.64
7657,77,74.67
7658,88,74.74
7659,81,84.57
7660,89,91.45
7661,100,90.22
7662,85,84.3
7663,100,95.52
7664,92,90.7
7665,96,91.63
7666,93,88.6
7667,97,95.05
7668,100,90.81
7669,82,86.52
7670,85,72.26
7671,100,96.44
7672,100,91.43
7673,89,84.95
7674,89,87.53
7675,89,81.33
7676,69,74.03
7677,89,88.1
7678,89,91.49
7679,66,75.68
7680,100,84.78
7681,100,92.48
7682,89,87.79
7683,100,92.92
7684,89,84.55
7685,85,84.06
7686,92,90.86
7687,93,91.36
7688,90,89.02
7689,97,97.23
7690,89,89.85
7691,81,84.84
7692,89,84.98
7693,77,82.26
7694,89,90.31
7695,85,82.19
7696,92,92.83
7697,89,92.22
7698,89,90.44
7699,73,79.7
7700,93,93.91
7701,89,91.73
7702,89,91.72
7703,85,86.85
7704,92,94.07
7705,89,92.02
7706,59,59.49
7707,97,96.29
7708,79,82.71
7709,97,91.17
7710,89,81.43
7711,100,97.01
7712,96,94.54
7713,100,91.16
7714,86,81.5
7715,93,93.91
7716,70,78
7717,96,87.18
7718,89,91.68
7719,89,90.78
7720,100,86.71
7721,62,65.93
7722,100,98.09
7723,85,86.8
7724,100,95.94
7725,81,85.61
7726,96,88.58
7727,93,93.22
7728,89,84.02
7729,96,75.89
7730,54,66.24
7731,96,92.94
7732,96,87.63
7733,73,78.15
7734,82,82.13
7735,96,89.26
7736,89,83.5
7737,93,92.19
7738,89,91.62
7739,70,75.71
7740,85,88.4
7741,93,93.39
7742,92,88.89
7743,76,82.19
7744,97,93.33
7745,85,87.99
7746,100,91.3
7747,82,86.21
7748,74,77.83
7749,86,81.39
7750,85,75.01
7751,100,85.19
7752,96,96.35
7753,93,93.44
7754,85,86.46
7755,100,97.44
7756,81,85.87
7757,96,97.15
7758,96,93.19
7759,100,100
7760,97,97
7761,85,82.33
7762,82,87.21
7763,96,96.66
7764,81,84.81
7765,89,88.22
7766,89,88.72
7767,89,86.84
7768,93,93.35
7769,89,90.7
7770,88,90.68
7771,100,92.08
7772,96,93.06
7773,85,83.99
7774,89,90.58
7775,96,78.4
7776,100,92.54
7777,96,90.86
7778,100,93.74
7779,92,92.24
7780,93,87.43
7781,88,86.83
7782,74,76.32
7783,100,98.27
7784,96,92.71
7785,96,95.47
7786,78,71.11
7787,89,88.48
7788,85,89.09
7789,96,90.7
7790,100,96.01
7791,81,85.58
7792,82,80.45
7793,89,88.27
7794,89,83.34
7795,75,81.3
7796,89,73.84
7797,93,79.68
7798,85,87.32
7799,89,91.38
7800,76,82.52
7801,93,91.57
7802,74,81.48
7803,89,89.54
7804,86,77.9
7805,93,90.5
7806,96,89.73
7807,89,74.01
7808,100,98.01
7809,92,78.72
7810,96,93.98
7811,89,89.19
7812,89,84.53
7813,89,83.85
7814,93,91
7815,81,81.71
7816,81,78.99
7817,81,86.06
7818,81,85.38
7819,89,86.94
7820,100,92.41
7821,100,93.74
7822,93,89.59
7823,85,87.88
7824,89,83.61
7825,93,91.9
7826,86,85.59
7827,96,89.39
7828,96,91.27
7829,97,84.82
7830,96,96.66
7831,100,91.04
7832,67,68.59
7833,89,87.13
7834,89,88.86
7835,73,80.9
7836,89,81.09
7837,77,71.94
7838,100,80.55
7839,89,91.38
7840,96,90.71
7841,88,76.6
7842,74,80.01
7843,81,83.78
7844,92,89.14
7845,66,70.35
7846,100,99.67
7847,81,85.65
7848,96,83.41
7849,93,83.03
7850,82,84.52
7851,51,50.41
7852,89,90.58
7853,77,82.98
7854,70,77.01
7855,93,95.05
7856,96,92.58
7857,90,86.47
7858,93,87.98
7859,77,82.18
7860,89,91.77
7861,93,95.05
7862,85,71.18
7863,96,96.65
7864,93,92.41
7865,93,89.6
7866,89,88.68
7867,89,82.11
7868,100,88
7869,85,85.31
7870,61,69.32
7871,92,94.34
7872,93,87.05
7873,89,84.16
7874,81,83.91
7875,100,89.66
7876,92,92.56
7877,85,85.43
7878,89,89.11
7879,85,86.97
7880,100,91.3
7881,93,88.29
7882,55,62.77
7883,89,78.84
7884,89,88.6
7885,93,77.49
7886,88,91.33
7887,100,90.94
7888,89,91.1
7889,89,90.58
7890,93,81.15
7891,100,94.69
7892,89,91.33
7893,100,93.37
7894,93,92.74
7895,100,100
7896,89,89.48
7897,81,80.64
7898,77,81.08
7899,96,91.95
7900,92,92.55
7901,89,83.46
